customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
3706,Darby,Jellett,Male,20,4/3/66,Assistant Professor,Argiculture,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,10
3319,Erda,,Female,67,4/4/66,,Financial Services,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,19
2795,Shirline,Amar,Female,9,4/11/66,Research Assistant III,Financial Services,Mass Customer,N,"__ï¾(,_,*)",No,17
2333,Ives,Adolfson,Male,82,4/19/66,Structural Analysis Engineer,Financial Services,Mass Customer,N,"__ï¾(,_,*)",Yes,10
201,Salem,Huie,Male,45,4/20/66,Design Engineer,Manufacturing,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,11
742,Dexter,Robelin,Male,55,4/24/66,Senior Developer,Manufacturing,Mass Customer,N,1,No,15
1760,Kelsy,Barrowcliff,Female,68,4/27/66,Dental Hygienist,Health,High Net Worth,N,NIL,No,15
3618,Evyn,Rouby,Male,2,4/28/66,Statistician IV,Retail,Affluent Customer,N,âââ,Yes,19
179,Esteban,Sewill,Male,23,5/11/66,Environmental Tech,Manufacturing,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,6
689,Hamnet,Berford,Male,91,5/19/66,Senior Developer,Entertainment,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,16
388,Carlye,Bartle,Female,53,5/25/66,,Financial Services,Mass Customer,N,1.00E+02,Yes,11
587,Adolphus,Seers,Male,43,5/27/66,Registered Nurse,Health,Mass Customer,N,"""'",Yes,19
2655,York,Strongman,Male,56,6/11/66,Nuclear Power Engineer,Manufacturing,Mass Customer,N,"<>?:""{}|_+",No,15
2613,Trenton,Casaccio,Male,78,6/13/66,,Health,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,16
2326,Trev,Boothebie,Male,64,6/22/66,Programmer Analyst I,Retail,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,14
3445,Craggy,,Male,62,6/23/66,Database Administrator I,Financial Services,Affluent Customer,N,ï»¿,Yes,11
106,Glyn,,Male,54,7/3/66,Software Test Engineer III,Health,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,18
2478,Andreas,Lamke,Male,85,7/7/66,Senior Cost Accountant,Financial Services,Affluent Customer,N,"__ï¾(,_,*)",Yes,10
2313,Christa,Pauley,Female,54,7/10/66,Chemical Engineer,Manufacturing,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,12
1525,Philis,Whittam,Female,43,7/15/66,Database Administrator III,Financial Services,High Net Worth,N,â£,No,5
54,Loralyn,Wonfor,Femal,2,7/24/66,Sales Associate,Property,Mass Customer,N,-0.5,Yes,18
2324,Jerrold,Robben,Male,44,8/5/66,Sales Associate,Manufacturing,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,16
1318,Barbe,Assender,Female,10,8/17/66,Senior Developer,Financial Services,Mass Customer,N,,Yes,4
668,Ebony,Threadgall,Female,61,8/26/66,Junior Executive,Health,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7
2192,Hubie,Leipold,Male,93,8/27/66,Staff Accountant II,n/a,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,14
895,Juli,Curness,Female,58,9/3/66,,n/a,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,12
1735,Sly,Offord,Male,7,9/7/66,Occupational Therapist,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,8
1877,Radcliffe,Bartolomeoni,Male,13,9/9/66,Associate Professor,Financial Services,High Net Worth,N,',Yes,16
631,Ortensia,Dronsfield,Female,33,9/14/66,Computer Systems Analyst I,Health,Affluent Customer,N,,No,17
6,Curr,Duckhouse,Male,35,9/16/66,,Retail,High Net Worth,N,ðµ ð ð ð,Yes,13
841,Hanan,McGreay,Male,93,9/22/66,Marketing Manager,Manufacturing,Affluent Customer,N,!@#$%^&*(),Yes,8
2270,Augustus,Edleston,Male,50,9/28/66,Information Systems Manager,Retail,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,9
1027,Rolando,Sherewood,Male,33,10/7/66,Statistician I,Financial Services,Affluent Customer,N,âââ,No,18
376,Marena,Brunotti,Female,60,10/24/66,Financial Advisor,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,19
2301,Ken,Vashchenko,Male,66,10/30/66,Senior Cost Accountant,Financial Services,Mass Customer,N,00ËÆ$-,Yes,19
703,Ethelda,,Female,66,10/31/66,,Property,Mass Customer,N,Jan-00,No,15
885,Yancey,Wivell,Male,20,11/11/66,Statistician IV,Financial Services,Mass Customer,N,1;DROP TABLE users,No,18
2371,Rory,Lokier,Female,22,11/18/66,Staff Scientist,Manufacturing,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,Yes,8
3040,Kameko,Kinrade,Female,87,11/28/66,General Manager,Retail,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,5
1398,Anderea,Pulteneye,Female,11,11/29/66,Project Manager,Manufacturing,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,17
505,Wylma,Elsy,Female,40,12/1/66,,n/a,High Net Worth,N,1.00E+96,Yes,10
2775,Dael,Glentz,Female,40,12/2/66,Account Executive,Manufacturing,Mass Customer,N,,Yes,7
385,Kendall,Humes,Male,69,12/7/66,Project Manager,Health,High Net Worth,N,â,No,9
1056,Kendricks,Markel,Male,96,12/18/66,Software Test Engineer IV,Manufacturing,Affluent Customer,N,Jan-00,No,6
1782,Ewen,Emes,Male,47,12/22/66,Pharmacist,Health,Affluent Customer,N,",./;'[]\-=",Yes,9
3511,Willem,Spraging,Male,23,12/31/66,Food Chemist,Health,Affluent Customer,N,1,No,10
1419,Roddy,Ollerton,Male,5,1/11/67,Physical Therapy Assistant,Financial Services,Mass Customer,N,1,Yes,4
542,Berri,McManamen,Female,78,1/14/67,Accountant III,Manufacturing,Mass Customer,N,(ï½¡â â âï½¡),No,18
2848,Callie,Garthshore,Female,42,1/17/67,Analyst Programmer,Property,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,13
732,Bonita,Gethins,Female,71,1/21/67,Actuary,Financial Services,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,5
89,Benedicto,Hoxey,Male,74,1/22/67,Speech Pathologist,Health,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,14
396,Peria,Iscowitz,Female,98,1/25/67,Systems Administrator III,Telecommunications,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,16
2146,Timmie,Lenden,Male,75,1/25/67,,n/a,Mass Customer,N,ï»¿,No,13
3446,Gard,Tidy,Male,8,1/30/67,Structural Engineer,Manufacturing,Mass Customer,N,,No,14
3159,Jesus,MacShirie,Male,16,2/1/67,,Financial Services,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð,No,12
3303,Ced,Cuell,Male,51,2/2/67,Structural Engineer,Telecommunications,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,11
3208,Jeanne,O'Meara,Female,53,2/6/67,VP Marketing,n/a,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,15
2260,Jarad,Barthropp,Male,38,2/9/67,Administrative Assistant IV,Argiculture,High Net Worth,N,1-Feb,No,11
1765,Sibella,O' Mara,Female,48,2/13/67,Senior Quality Engineer,n/a,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,10
1825,Arv,Whitsey,Male,82,2/14/67,VP Quality Control,Financial Services,Mass Customer,N,1.00E+02,Yes,17
889,Ezequiel,Coggeshall,Male,46,2/19/67,Sales Representative,Retail,Affluent Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,10
444,Britteny,Falconer-Taylor,Female,32,2/24/67,Staff Scientist,Manufacturing,Mass Customer,N,1,Yes,8
83,Kerr,Simmell,Male,97,2/26/67,Internal Auditor,IT,Mass Customer,N,ðµ ð ð ð,Yes,18
1215,Dyann,Turbard,Female,79,2/26/67,VP Quality Control,Manufacturing,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,11
1833,Klemens,Eite,Male,67,3/15/67,Actuary,Financial Services,High Net Worth,N,á,Yes,19
2895,Lind,Mc Ilory,Female,85,3/15/67,Librarian,Entertainment,Mass Customer,N,1.00E+02,Yes,5
3762,Marinna,Ors,Female,48,3/22/67,,Property,Mass Customer,N,nil,No,14
1818,Katha,Lockhurst,Female,64,4/1/67,Assistant Media Planner,Entertainment,Mass Customer,N,Jan-00,Yes,11
178,Matthieu,Bertelmot,Male,2,4/3/67,,n/a,Affluent Customer,N,1.00E+02,No,8
758,Teena,Birrel,Female,99,4/7/67,,Manufacturing,High Net Worth,N,åè£½æ¼¢èª,Yes,11
1692,Harriette,De Matteis,Female,85,4/7/67,Senior Quality Engineer,Health,Mass Customer,N,Ù¡Ù¢Ù£,Yes,17
3073,Hernando,Farnham,Male,16,4/12/67,Nurse,Telecommunications,Affluent Customer,N,$1.00 ,No,17
2539,Tracie,Ashdown,Male,68,4/22/67,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,12
2182,Symon,Minchin,Male,47,4/23/67,Assistant Media Planner,Entertainment,High Net Worth,N,"""'",Yes,16
1879,Kermy,Heningam,Male,4,4/25/67,Account Representative I,Manufacturing,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,5
638,Joey,Ledram,Male,19,4/29/67,,Manufacturing,High Net Worth,N,ã,No,13
1416,Fraze,Face,Male,90,4/30/67,Assistant Manager,n/a,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,5
572,Clementius,Everington,Male,0,5/1/67,Clinical Specialist,Health,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,5
2996,Jerrylee,Shinfield,Female,67,5/5/67,Cost Accountant,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,14
3876,Willow,Cutmere,Female,22,5/16/67,Internal Auditor,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,16
3171,Leif,,Male,36,5/23/67,Account Coordinator,Financial Services,Affluent Customer,N,âââ,Yes,10
2516,Zoe,Kiddye,Female,42,5/27/67,Registered Nurse,Health,Mass Customer,N,â,No,19
3265,Isaak,Higounet,Male,64,6/2/67,Clinical Specialist,Health,High Net Worth,N,null,No,11
1386,Mufinella,Kalvin,Female,71,6/12/67,Help Desk Technician,Retail,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,12
3897,Vanni,McAloren,Female,36,6/24/67,Junior Executive,Manufacturing,High Net Worth,N,00ËÆ$-,Yes,5
598,Zebulen,Swadon,Male,25,6/27/67,Financial Advisor,Financial Services,High Net Worth,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,12
58,Dalenna,Pinnock,Female,26,7/4/67,Office Assistant III,Financial Services,Affluent Customer,N,1;DROP TABLE users,Yes,17
662,Bonnibelle,Imos,Female,41,7/4/67,Chemical Engineer,Manufacturing,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,5
18,Marjie,Neasham,Female,79,7/6/67,Professor,n/a,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,11
1516,Ham,Pietrusiak,Male,6,7/12/67,VP Sales,IT,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,19
2716,Claribel,,Female,46,7/14/67,Systems Administrator I,Entertainment,Mass Customer,N,Ù¡Ù¢Ù£,No,7
3049,Tristam,O'Fallone,Male,72,7/15/67,,Property,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,12
2503,Devlin,Laneham,Male,80,7/16/67,Budget/Accounting Analyst I,Health,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,10
3368,Tanya,Boddis,Female,7,7/17/67,Technical Writer,Financial Services,Affluent Customer,N,-1.00E+02,No,16
1861,Charlena,Muzzi,Female,26,7/18/67,Geological Engineer,Manufacturing,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,8
3500,Josy,Fleeman,Female,71,7/21/67,,Entertainment,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,17
1075,Cullin,Elcoate,Male,26,7/25/67,Administrative Officer,Manufacturing,High Net Worth,N,ï¼ï¼ï¼,No,7
142,Bentley,Fortesquieu,Male,57,8/7/67,Quality Engineer,Health,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,17
1290,Vassily,Ramalho,Male,49,8/8/67,VP Marketing,Financial Services,High Net Worth,N,â¢,Yes,6
1169,Kessiah,Corden,Female,33,8/9/67,Actuary,Financial Services,Mass Customer,N,1,Yes,13
1449,Ashly,Abramamovh,Female,38,8/26/67,Staff Accountant IV,n/a,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,4
2748,Dolorita,Dufaur,Female,96,8/29/67,Quality Engineer,Financial Services,Mass Customer,N,00ËÆ$-,No,4
2204,Kacie,Barthram,Female,16,9/7/67,Librarian,Entertainment,High Net Worth,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,7
1399,Kaye,Clulow,Female,84,9/8/67,Staff Scientist,Manufacturing,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,15
1005,Kalila,Birtwistle,Female,94,9/15/67,Design Engineer,IT,High Net Worth,N,ã,Yes,8
3689,Orel,Joncic,Female,26,9/25/67,,Health,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7
1149,Ki,Odo,Female,29,9/30/67,Developer III,n/a,Affluent Customer,N,âââ,Yes,14
3108,Trip,Ahmed,Male,94,10/1/67,Accounting Assistant III,Entertainment,Mass Customer,N,,No,10
3470,Catherina,Ricca,Female,56,10/1/67,Recruiting Manager,Health,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,6
2439,Shelly,Yakebovitch,Female,44,10/2/67,,Manufacturing,Affluent Customer,N,â¡,No,15
3182,Catherina,Hammel,Female,50,10/3/67,,Financial Services,Affluent Customer,N,0,No,15
3905,Leodora,Cowill,Female,72,10/22/67,Product Engineer,Argiculture,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,5
1249,Tabb,McKeowon,Male,11,10/31/67,,Telecommunications,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,16
2877,Vaughan,Frank,Male,59,11/1/67,Senior Sales Associate,Property,Affluent Customer,N,âªâªtestâª,Yes,18
2880,Ingra,Kelby,Male,43,11/15/67,Legal Assistant,Health,Mass Customer,N,1.00E+96,No,7
1954,Greg,Iacovo,Male,88,11/29/67,VP Sales,Manufacturing,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,5
224,Morgun,Girvan,Male,2,12/3/67,Compensation Analyst,Financial Services,Affluent Customer,N,0,No,17
1262,Aindrea,MacConchie,Female,90,12/7/67,Technical Writer,n/a,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,19
3536,Laurence,Aulsford,Male,46,12/24/67,Professor,Retail,Affluent Customer,N,0/0,No,18
3849,Marice,Morrice,Female,2,1/1/68,Database Administrator III,Property,Mass Customer,N,ã,Yes,15
3880,Donella,Disley,Female,77,1/13/68,Web Designer I,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,No,14
2971,Esther,Caught,Female,5,1/16/68,Marketing Assistant,Manufacturing,High Net Worth,N,nil,Yes,8
3644,Peder,Frotton,Male,13,1/18/68,Physical Therapy Assistant,Financial Services,High Net Worth,N,-0.5,Yes,17
3361,Riva,Yushin,Female,68,1/20/68,General Manager,Property,Mass Customer,N,åè£½æ¼¢èª,Yes,9
2786,Hubie,Bottoner,Male,94,1/21/68,Accountant III,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,11
2831,Starlin,Aysh,Female,16,1/22/68,Programmer Analyst I,Health,Mass Customer,N,1.00E+02,Yes,11
1133,Forrester,McFetridge,Male,88,1/26/68,,Manufacturing,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,6
3170,Bethanne,Kytter,Female,67,1/26/68,Nurse Practicioner,Entertainment,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,11
653,Maxy,Hurles,Male,68,1/28/68,Graphic Designer,Financial Services,Affluent Customer,N,(ï½¡â â âï½¡),Yes,19
1097,Gwenora,Grabbam,Female,71,1/31/68,Engineer II,Financial Services,Mass Customer,N,-1,Yes,18
1003,Mariann,O'Geaney,Female,35,2/3/68,Paralegal,Financial Services,High Net Worth,N,â¦testâ§,No,18
1059,Chantal,Plante,Female,68,2/16/68,Account Representative III,Entertainment,High Net Worth,N,",./;'[]\-=",Yes,6
3798,Yorker,Dennison,Male,13,2/22/68,,Manufacturing,Mass Customer,N,1.00E+96,Yes,17
1503,Del,Scullin,Female,1,2/25/68,Media Manager III,n/a,Affluent Customer,N,nil,No,6
3217,Lorena,Titterrell,Female,95,3/12/68,Physical Therapy Assistant,Manufacturing,Mass Customer,N,0/0,No,8
790,Yvonne,,Female,22,3/24/68,Senior Editor,n/a,Affluent Customer,N,ï¼ï¼ï¼,No,15
1982,Julee,Hallewell,Female,80,3/30/68,Senior Cost Accountant,Financial Services,High Net Worth,N,,Yes,16
2693,Abram,Phillipson,Male,91,4/11/68,Research Assistant III,Health,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,16
2236,Arin,Crickmoor,Male,0,4/16/68,Data Coordiator,Manufacturing,Affluent Customer,N,testâ testâ«,Yes,13
2843,Lorain,Danforth,Female,42,4/20/68,Recruiter,Financial Services,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,5
835,Zachary,Matyukon,Male,85,4/22/68,Electrical Engineer,Manufacturing,Mass Customer,N,-1.00E+00,Yes,9
1893,Gunar,Sleit,Male,25,4/22/68,Administrative Officer,n/a,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,5
2911,Janenna,Knowlman,Female,55,4/26/68,Assistant Media Planner,Entertainment,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,11
1435,Derek,Podmore,Male,96,4/27/68,Software Engineer II,Telecommunications,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,19
3952,Di,Borsnall,Female,96,5/9/68,,Manufacturing,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,10
100,Tripp,Steed,Male,80,5/11/68,General Manager,Financial Services,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,4
676,Curtis,,Male,51,5/19/68,Senior Editor,n/a,High Net Worth,N,"$1,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.00 ",Yes,14
3246,Norene,Merle,Female,73,5/20/68,Senior Cost Accountant,Financial Services,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,4
2512,Franzen,Halliday,Male,3,5/22/68,Web Developer I,n/a,High Net Worth,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,19
3056,Catlin,Storm,Female,43,5/27/68,Health Coach II,Entertainment,Mass Customer,N,-1.00E+00,No,18
3163,Irvine,Mc Mechan,Male,38,6/1/68,Environmental Specialist,Argiculture,Affluent Customer,N,ð©ð½,No,19
1914,Clyve,Sandwick,Male,72,6/21/68,VP Product Management,Financial Services,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,5
